Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-A,500000,4250000,32,STCC,Partial,126.15,33767.82,9.05,12.52
workload-A,500000,4500000,32,STCC,Partial,128.34,33791.0,9.06,12.84
workload-A,500000,4750000,32,STCC,Partial,126.71,36267.96,9.15,13.37
workload-A,500000,5000000,32,STCC,Partial,123.54,40952.14,8.95,13.43
workload-A,500000,250000,64,STCC,Partial,61.46,4136.15,8.57,13.51
workload-A,500000,500000,64,STCC,Partial,64.66,7814.53,8.81,12.94
workload-A,500000,750000,64,STCC,Partial,63.99,12070.15,9.2,12.75
workload-A,500000,1000000,64,STCC,Partial,64.73,15208.5,8.56,13.57
workload-A,500000,1250000,64,STCC,Partial,62.63,20454.24,9.01,13.5
workload-A,500000,1500000,64,STCC,Partial,64.2,24390.8,8.63,13.04
workload-A,500000,1750000,64,STCC,Partial,64.58,27375.33,8.37,13.02
workload-A,500000,2000000,64,STCC,Partial,64.51,30429.4,8.95,13.04
workload-A,500000,2250000,64,STCC,Partial,60.85,36404.7,8.94,13.1
workload-A,500000,2500000,64,STCC,Partial,65.28,41032.07,8.68,13.2
workload-A,500000,2750000,64,STCC,Partial,62.95,45142.45,8.65,13.13
workload-A,500000,3000000,64,STCC,Partial,62.76,48787.33,8.93,13.35
workload-A,500000,3250000,64,STCC,Partial,61.47,52885.58,8.88,12.72
workload-A,500000,3500000,64,STCC,Partial,65.94,53670.94,8.72,13.16
workload-A,500000,3750000,64,STCC,Partial,63.37,59530.91,8.63,13.39
workload-A,500000,4000000,64,STCC,Partial,64.51,63821.14,9.21,13.57
workload-A,500000,4250000,64,STCC,Partial,60.48,67521.28,8.94,12.8
workload-A,500000,4500000,64,STCC,Partial,61.02,69113.88,8.86,13.21
workload-A,500000,4750000,64,STCC,Partial,61.75,73164.17,9.2,13.73
workload-A,500000,5000000,64,STCC,Partial,63.0,82688.25,8.75,13.82
workload-A,500000,250000,160,STCC,Partial,25.15,10357.36,9.16,12.95
workload-A,500000,500000,160,STCC,Partial,24.73,19590.21,8.88,12.79
workload-A,500000,750000,160,STCC,Partial,26.18,29886.31,8.92,13.45
workload-A,500000,1000000,160,STCC,Partial,25.59,40199.21,8.95,12.63
workload-A,500000,1250000,160,STCC,Partial,24.1,50985.01,9.14,13.51
workload-A,500000,1500000,160,STCC,Partial,25.57,58444.65,8.5,13.27
workload-A,500000,1750000,160,STCC,Partial,26.02,69519.67,8.4,12.81
workload-A,500000,2000000,160,STCC,Partial,26.14,78500.89,8.81,12.53
workload-A,500000,2250000,160,STCC,Partial,24.21,86960.46,8.34,12.62
workload-A,500000,2500000,160,STCC,Partial,25.39,100377.23,8.85,13.65
workload-A,500000,2750000,160,STCC,Partial,26.27,109948.84,9.14,12.79
workload-A,500000,3000000,160,STCC,Partial,25.85,120485.62,8.5,12.86
workload-A,500000,3250000,160,STCC,Partial,24.21,123504.36,9.17,12.7
workload-A,500000,3500000,160,STCC,Partial,24.27,138866.33,8.92,13.13
workload-A,500000,3750000,160,STCC,Partial,24.09,148139.74,8.66,12.59
workload-A,500000,4000000,160,STCC,Partial,25.25,156396.64,8.6,12.63
workload-A,500000,4250000,160,STCC,Partial,26.19,168453.93,8.93,12.85
workload-A,500000,4500000,160,STCC,Partial,25.47,179262.91,8.65,13.1
workload-A,500000,4750000,160,STCC,Partial,26.15,181883.78,8.43,13.49
workload-A,500000,5000000,160,STCC,Partial,24.45,206494.86,8.59,12.64
workload-A,500000,250000,320,STCC,Partial,12.65,20167.96,8.8,12.53
workload-A,500000,500000,320,STCC,Partial,12.51,38129.49,8.49,13.04
workload-A,500000,750000,320,STCC,Partial,12.41,56441.47,9.01,12.67
workload-A,500000,1000000,320,STCC,Partial,12.37,76504.39,8.6,12.84
workload-A,500000,1250000,320,STCC,Partial,12.42,98021.21,8.94,13.54
workload-A,500000,1500000,320,STCC,Partial,12.48,112943.07,8.96,13.51
workload-A,500000,1750000,320,STCC,Partial,13.07,144229.34,8.73,13.71
workload-A,500000,2000000,320,STCC,Partial,12.67,156241.75,8.98,13.21
workload-A,500000,2250000,320,STCC,Partial,12.64,186690.11,8.41,13.39
workload-A,500000,2500000,320,STCC,Partial,12.14,191595.42,8.64,13.43
workload-A,500000,2750000,320,STCC,Partial,13.17,210792.06,8.92,12.72
workload-A,500000,3000000,320,STCC,Partial,12.16,226311.13,8.5,13.7
workload-A,500000,3250000,320,STCC,Partial,12.77,261069.36,9.02,13.65
workload-A,500000,3500000,320,STCC,Partial,12.26,286017.94,8.94,13.1
workload-A,500000,3750000,320,STCC,Partial,12.62,307417.01,8.64,13.0
workload-A,500000,4000000,320,STCC,Partial,12.91,318973.96,8.8,13.8
workload-A,500000,4250000,320,STCC,Partial,12.4,350418.69,8.62,12.68
workload-A,500000,4500000,320,STCC,Partial,12.5,367196.97,8.49,12.82
workload-A,500000,4750000,320,STCC,Partial,12.17,379955.36,8.59,13.62
workload-A,500000,5000000,320,STCC,Partial,12.65,409078.94,8.72,13.28
workload-A,750000,250000,32,STCC,Partial,179.77,1312.78,9.13,13.22
workload-A,750000,500000,32,STCC,Partial,187.35,2739.22,9.2,14.08
workload-A,750000,750000,32,STCC,Partial,194.09,3903.14,8.8,13.4
workload-A,750000,1000000,32,STCC,Partial,184.06,5066.86,8.97,13.4
workload-A,750000,1250000,32,STCC,Partial,190.92,6604.66,9.3,13.55
workload-A,750000,1500000,32,STCC,Partial,190.39,8227.0,8.72,13.03
workload-A,750000,1750000,32,STCC,Partial,188.51,9051.22,8.67,13.17
workload-A,750000,2000000,32,STCC,Partial,182.87,10831.08,9.5,13.44
workload-A,750000,2250000,32,STCC,Partial,181.16,11430.92,9.17,13.59
workload-A,750000,2500000,32,STCC,Partial,179.47,13319.78,8.86,13.43
workload-A,750000,2750000,32,STCC,Partial,196.34,15062.21,8.79,13.8
workload-A,750000,3000000,32,STCC,Partial,184.54,15990.28,9.03,13.11
workload-A,750000,3250000,32,STCC,Partial,189.13,17240.38,8.73,13.04
workload-A,750000,3500000,32,STCC,Partial,192.84,17586.14,8.66,13.93
workload-A,750000,3750000,32,STCC,Partial,186.62,20147.56,9.13,14.02
workload-A,750000,4000000,32,STCC,Partial,183.06,20608.88,9.27,14.11
workload-A,750000,4250000,32,STCC,Partial,197.08,21715.25,8.94,13.08
workload-A,750000,4500000,32,STCC,Partial,196.26,23409.85,8.86,13.22
workload-A,750000,4750000,32,STCC,Partial,194.48,23827.27,8.71,13.93
workload-A,750000,5000000,32,STCC,Partial,180.03,27401.95,8.7,12.94
workload-A,750000,250000,64,STCC,Partial,97.32,2744.94,9.47,13.34
workload-A,750000,500000,64,STCC,Partial,97.88,5461.06,8.66,12.91
workload-A,750000,750000,64,STCC,Partial,90.51,7969.05,9.15,13.22
workload-A,750000,1000000,64,STCC,Partial,93.28,10337.18,8.7,13.96
workload-A,750000,1250000,64,STCC,Partial,97.77,13086.74,9.16,13.66
workload-A,750000,1500000,64,STCC,Partial,91.75,16501.2,8.74,13.2
workload-A,750000,1750000,64,STCC,Partial,91.49,17683.09,9.12,12.94
workload-A,750000,2000000,64,STCC,Partial,94.9,21337.39,8.91,13.94
workload-A,750000,2250000,64,STCC,Partial,95.09,22803.97,9.47,13.47
workload-A,750000,2500000,64,STCC,Partial,91.51,26272.49,9.21,13.22
workload-A,750000,2750000,64,STCC,Partial,96.29,28540.99,9.11,13.79
workload-A,750000,3000000,64,STCC,Partial,98.78,30213.07,8.78,14.14
workload-A,750000,3250000,64,STCC,Partial,91.49,34109.55,9.33,13.04
workload-A,750000,3500000,64,STCC,Partial,90.65,35633.14,8.81,13.85
workload-A,750000,3750000,64,STCC,Partial,97.68,40581.07,9.02,14.07
workload-A,750000,4000000,64,STCC,Partial,93.44,41472.0,8.69,13.13
workload-A,750000,4250000,64,STCC,Partial,89.8,46050.63,8.81,14.2
workload-A,750000,4500000,64,STCC,Partial,94.7,47880.9,9.03,13.96
workload-A,750000,4750000,64,STCC,Partial,92.02,51265.44,8.71,13.09
workload-A,750000,5000000,64,STCC,Partial,94.26,54853.93,9.1,13.69
workload-A,750000,250000,160,STCC,Partial,37.59,6583.14,9.2,13.89
workload-A,750000,500000,160,STCC,Partial,38.26,12952.3,9.08,13.6
workload-A,750000,750000,160,STCC,Partial,37.65,19693.1,9.41,13.49
workload-A,750000,1000000,160,STCC,Partial,38.3,25698.65,9.31,13.53
workload-A,750000,1250000,160,STCC,Partial,35.99,32453.31,8.62,13.69
workload-A,750000,1500000,160,STCC,Partial,38.1,40792.22,8.8,13.17
workload-A,750000,1750000,160,STCC,Partial,37.98,45886.82,8.78,13.29
workload-A,750000,2000000,160,STCC,Partial,37.45,54158.36,9.3,14.14
workload-A,750000,2250000,160,STCC,Partial,36.26,61202.54,9.28,13.05
workload-A,750000,2500000,160,STCC,Partial,38.19,65985.8,8.67,13.75
workload-A,750000,2750000,160,STCC,Partial,35.98,75513.53,8.67,13.65
workload-A,750000,3000000,160,STCC,Partial,37.94,78379.28,8.64,13.3
workload-A,750000,3250000,160,STCC,Partial,36.7,89176.54,9.21,12.91
workload-A,750000,3500000,160,STCC,Partial,38.14,88015.05,8.62,13.81
workload-A,750000,3750000,160,STCC,Partial,37.46,100662.5,9.03,13.36
workload-A,750000,4000000,160,STCC,Partial,39.57,109100.65,9.42,14.13
workload-A,750000,4250000,160,STCC,Partial,38.62,115821.88,9.11,13.51
workload-A,750000,4500000,160,STCC,Partial,37.54,120413.86,8.92,12.89
workload-A,750000,4750000,160,STCC,Partial,38.9,129699.65,8.9,13.59
workload-A,750000,5000000,160,STCC,Partial,38.11,131811.13,9.08,13.56
workload-A,750000,250000,320,STCC,Partial,18.82,13176.25,9.05,13.36
workload-A,750000,500000,320,STCC,Partial,19.06,27005.72,9.04,13.67
workload-A,750000,750000,320,STCC,Partial,19.47,40070.99,9.08,13.86
workload-A,750000,1000000,320,STCC,Partial,18.81,52927.04,9.33,13.15
workload-A,750000,1250000,320,STCC,Partial,19.11,68116.59,9.18,13.87
workload-A,750000,1500000,320,STCC,Partial,18.65,76166.32,9.03,13.59
workload-A,750000,1750000,320,STCC,Partial,17.96,95702.37,9.3,13.34
workload-A,750000,2000000,320,STCC,Partial,18.75,104453.21,9.19,13.55
workload-A,750000,2250000,320,STCC,Partial,19.18,116547.01,9.35,13.9
workload-A,750000,2500000,320,STCC,Partial,19.48,128220.01,9.21,13.75
workload-A,750000,2750000,320,STCC,Partial,19.08,144887.42,9.1,13.04
workload-A,750000,3000000,320,STCC,Partial,19.12,155199.59,9.11,13.05
workload-A,750000,3250000,320,STCC,Partial,18.78,175716.87,9.0,13.81
workload-A,750000,3500000,320,STCC,Partial,18.52,185957.22,9.23,13.53
workload-A,750000,3750000,320,STCC,Partial,19.01,207071.38,9.23,13.49
workload-A,750000,4000000,320,STCC,Partial,18.25,207515.13,9.44,13.08
workload-A,750000,4250000,320,STCC,Partial,18.51,228289.58,8.63,13.76
workload-A,750000,4500000,320,STCC,Partial,19.75,235249.42,9.25,13.84
workload-A,750000,4750000,320,STCC,Partial,18.96,246971.93,9.23,13.3
workload-A,750000,5000000,320,STCC,Partial,18.89,267010.77,9.0,13.76
workload-A,1000000,250000,32,STCC,Partial,253.05,1031.25,9.44,13.72
workload-A,1000000,500000,32,STCC,Partial,254.21,1915.76,9.27,13.17
workload-A,1000000,750000,32,STCC,Partial,261.71,3111.16,9.51,13.27
workload-A,1000000,1000000,32,STCC,Partial,250.42,3941.22,9.12,13.71
workload-A,1000000,1250000,32,STCC,Partial,248.49,4928.38,8.86,13.95
workload-A,1000000,1500000,32,STCC,Partial,240.29,5647.79,9.2,13.21
workload-A,1000000,1750000,32,STCC,Partial,254.71,7138.79,9.65,13.48
workload-A,1000000,2000000,32,STCC,Partial,245.32,8054.57,9.32,14.31
workload-A,1000000,2250000,32,STCC,Partial,243.89,8806.93,9.44,14.2
workload-A,1000000,2500000,32,STCC,Partial,250.53,10254.55,8.8,13.93
workload-A,1000000,2750000,32,STCC,Partial,255.15,10996.57,8.92,13.67
workload-A,1000000,3000000,32,STCC,Partial,260.8,12170.55,9.1,14.18
workload-A,1000000,3250000,32,STCC,Partial,254.41,13089.87,9.19,14.47
workload-A,1000000,3500000,32,STCC,Partial,262.91,13958.9,9.28,13.38
workload-A,1000000,3750000,32,STCC,Partial,239.84,14376.93,9.21,14.29
workload-A,1000000,4000000,32,STCC,Partial,263.06,15398.63,9.64,13.36
workload-A,1000000,4250000,32,STCC,Partial,254.74,15979.42,9.41,13.41
workload-A,1000000,4500000,32,STCC,Partial,247.18,17859.08,9.68,13.32
workload-A,1000000,4750000,32,STCC,Partial,242.64,17964.94,9.37,14.44
workload-A,1000000,5000000,32,STCC,Partial,249.33,19116.17,9.68,13.34
workload-A,1000000,250000,64,STCC,Partial,120.67,2066.92,9.12,13.2
workload-A,1000000,500000,64,STCC,Partial,119.93,3834.85,9.06,13.25
workload-A,1000000,750000,64,STCC,Partial,124.87,5855.14,8.78,13.71
workload-A,1000000,1000000,64,STCC,Partial,120.12,7931.42,9.09,13.22
workload-A,1000000,1250000,64,STCC,Partial,128.19,10312.82,9.14,13.65
workload-A,1000000,1500000,64,STCC,Partial,130.61,11631.2,8.96,14.03
workload-A,1000000,1750000,64,STCC,Partial,120.45,13209.07,9.33,13.86
workload-A,1000000,2000000,64,STCC,Partial,128.95,15635.89,9.67,14.49
workload-A,1000000,2250000,64,STCC,Partial,130.91,17702.76,9.48,13.96
workload-A,1000000,2500000,64,STCC,Partial,125.67,19703.18,9.53,13.52
workload-A,1000000,2750000,64,STCC,Partial,126.95,21199.4,9.56,13.67
workload-A,1000000,3000000,64,STCC,Partial,121.33,24487.04,8.82,14.08
workload-A,1000000,3250000,64,STCC,Partial,130.17,24477.95,9.49,14.28
workload-A,1000000,3500000,64,STCC,Partial,125.66,27166.28,9.33,13.63
workload-A,1000000,3750000,64,STCC,Partial,119.95,28631.39,8.92,14.23
workload-A,1000000,4000000,64,STCC,Partial,130.19,32805.07,9.45,13.59
workload-A,1000000,4250000,64,STCC,Partial,130.97,32873.18,9.58,13.97
workload-A,1000000,4500000,64,STCC,Partial,128.14,34383.11,9.0,13.41
workload-A,1000000,4750000,64,STCC,Partial,120.04,37864.81,9.45,13.83
workload-A,1000000,5000000,64,STCC,Partial,128.4,40652.97,8.8,13.59
workload-A,1000000,250000,160,STCC,Partial,52.73,5031.42,9.02,14.21
workload-A,1000000,500000,160,STCC,Partial,52.19,9941.54,8.8,13.25
workload-A,1000000,750000,160,STCC,Partial,52.71,15436.31,9.3,13.88
workload-A,1000000,1000000,160,STCC,Partial,51.21,20270.33,9.2,14.06
workload-A,1000000,1250000,160,STCC,Partial,52.78,25619.77,9.35,13.6
workload-A,1000000,1500000,160,STCC,Partial,52.37,30556.97,9.59,14.08
workload-A,1000000,1750000,160,STCC,Partial,48.33,35824.13,8.84,13.84
workload-A,1000000,2000000,160,STCC,Partial,48.91,41332.12,9.57,14.08
workload-A,1000000,2250000,160,STCC,Partial,50.08,45401.59,8.79,13.2
workload-A,1000000,2500000,160,STCC,Partial,49.77,49242.88,8.84,14.5
workload-A,1000000,2750000,160,STCC,Partial,47.92,55669.56,9.11,13.36
workload-A,1000000,3000000,160,STCC,Partial,49.66,58105.36,9.34,13.22
workload-A,1000000,3250000,160,STCC,Partial,52.46,62328.73,9.39,13.89
workload-A,1000000,3500000,160,STCC,Partial,48.72,68976.35,9.25,13.49
workload-A,1000000,3750000,160,STCC,Partial,47.86,72698.89,9.02,14.36
workload-A,1000000,4000000,160,STCC,Partial,51.62,79816.51,9.04,13.44
workload-A,1000000,4250000,160,STCC,Partial,51.74,79956.25,8.91,13.94
workload-A,1000000,4500000,160,STCC,Partial,48.21,90783.12,8.79,13.81
workload-A,1000000,4750000,160,STCC,Partial,51.89,97715.67,8.97,13.38
workload-A,1000000,5000000,160,STCC,Partial,51.27,95233.79,9.4,14.01
workload-A,1000000,250000,320,STCC,Partial,24.53,9658.16,8.79,14.12
workload-A,1000000,500000,320,STCC,Partial,24.42,19637.54,8.82,14.1
workload-A,1000000,750000,320,STCC,Partial,24.09,29359.71,9.43,14.28
workload-A,1000000,1000000,320,STCC,Partial,24.59,38655.47,9.1,13.3
workload-A,1000000,1250000,320,STCC,Partial,25.19,51488.5,9.23,13.5
workload-A,1000000,1500000,320,STCC,Partial,26.08,59640.69,9.01,14.42
workload-A,1000000,1750000,320,STCC,Partial,25.4,67001.44,9.14,13.34
workload-A,1000000,2000000,320,STCC,Partial,25.53,81219.08,9.47,13.49
workload-A,1000000,2250000,320,STCC,Partial,25.86,88723.54,9.46,13.2
workload-A,1000000,2500000,320,STCC,Partial,24.15,97053.36,9.29,13.35
workload-A,1000000,2750000,320,STCC,Partial,25.49,105236.3,9.0,13.4
workload-A,1000000,3000000,320,STCC,Partial,24.87,121098.16,8.79,14.46
workload-A,1000000,3250000,320,STCC,Partial,25.43,125813.46,8.94,14.16
workload-A,1000000,3500000,320,STCC,Partial,26.22,139522.56,9.14,13.74
workload-A,1000000,3750000,320,STCC,Partial,24.19,144378.53,9.17,14.52
workload-A,1000000,4000000,320,STCC,Partial,24.41,164475.82,9.09,13.35
workload-A,1000000,4250000,320,STCC,Partial,25.71,174874.37,9.54,13.98
workload-A,1000000,4500000,320,STCC,Partial,24.25,169653.86,8.94,13.4
workload-A,1000000,4750000,320,STCC,Partial,25.47,193193.7,9.34,13.72
workload-A,1000000,5000000,320,STCC,Partial,24.26,198673.16,9.36,13.53
workload-A,1250000,250000,32,STCC,Partial,306.18,819.02,9.84,13.88
workload-A,1250000,500000,32,STCC,Partial,323.95,1583.41,9.85,14.31
workload-A,1250000,750000,32,STCC,Partial,328.01,2290.06,9.21,13.79
workload-A,1250000,1000000,32,STCC,Partial,321.96,3169.61,9.54,14.46
workload-A,1250000,1250000,32,STCC,Partial,301.34,3990.98,9.73,14.39
workload-A,1250000,1500000,32,STCC,Partial,303.33,4911.1,9.2,14.27
workload-A,1250000,1750000,32,STCC,Partial,299.98,5311.74,9.46,14.7
workload-A,1250000,2000000,32,STCC,Partial,316.9,6224.45,9.26,13.78
workload-A,1250000,2250000,32,STCC,Partial,326.25,7080.36,9.46,13.57
workload-A,1250000,2500000,32,STCC,Partial,330.0,8078.32,9.61,14.45
workload-A,1250000,2750000,32,STCC,Partial,317.9,8574.53,9.17,14.61
workload-A,1250000,3000000,32,STCC,Partial,309.49,9578.3,9.66,13.63
workload-A,1250000,3250000,32,STCC,Partial,310.8,10120.08,9.6,13.87
workload-A,1250000,3500000,32,STCC,Partial,302.21,11330.43,9.28,13.61
workload-A,1250000,3750000,32,STCC,Partial,321.36,11614.64,9.2,14.14
workload-A,1250000,4000000,32,STCC,Partial,298.94,12151.1,9.03,13.71
workload-A,1250000,4250000,32,STCC,Partial,303.46,13573.04,9.4,13.79
workload-A,1250000,4500000,32,STCC,Partial,316.72,14455.53,8.92,14.69
workload-A,1250000,4750000,32,STCC,Partial,314.29,15574.97,9.02,13.81
workload-A,1250000,5000000,32,STCC,Partial,318.2,15640.5,9.01,14.12
workload-A,1250000,250000,64,STCC,Partial,151.16,1565.02,9.3,14.47
workload-A,1250000,500000,64,STCC,Partial,163.89,3095.74,9.24,14.56
workload-A,1250000,750000,64,STCC,Partial,162.71,4802.14,9.41,14.28
workload-A,1250000,1000000,64,STCC,Partial,151.46,6519.28,9.33,14.19
workload-A,1250000,1250000,64,STCC,Partial,158.9,8230.15,9.2,14.37
workload-A,1250000,1500000,64,STCC,Partial,154.51,9035.53,9.81,14.21
workload-A,1250000,1750000,64,STCC,Partial,161.67,11531.63,9.54,14.27
workload-A,1250000,2000000,64,STCC,Partial,162.56,12603.07,9.59,13.7
workload-A,1250000,2250000,64,STCC,Partial,159.71,14803.03,9.58,14.64
workload-A,1250000,2500000,64,STCC,Partial,164.69,15790.58,9.07,14.72
workload-A,1250000,2750000,64,STCC,Partial,150.53,17809.22,9.52,14.48
workload-A,1250000,3000000,64,STCC,Partial,159.5,19816.34,9.13,13.64
workload-A,1250000,3250000,64,STCC,Partial,156.08,21410.27,9.73,14.34
workload-A,1250000,3500000,64,STCC,Partial,154.55,23177.11,9.34,13.48
workload-A,1250000,3750000,64,STCC,Partial,152.15,24832.64,9.75,14.35
workload-A,1250000,4000000,64,STCC,Partial,154.21,26417.5,9.05,13.76
workload-A,1250000,4250000,64,STCC,Partial,162.65,26369.57,9.35,13.55
workload-A,1250000,4500000,64,STCC,Partial,164.06,28387.4,9.35,13.97
workload-A,1250000,4750000,64,STCC,Partial,161.78,28618.89,9.21,13.76
workload-A,1250000,5000000,64,STCC,Partial,164.49,30457.12,9.59,13.96
workload-A,1250000,250000,160,STCC,Partial,63.4,4078.34,9.35,13.45
workload-A,1250000,500000,160,STCC,Partial,62.9,7898.51,8.92,14.66
workload-A,1250000,750000,160,STCC,Partial,60.6,11482.2,9.7,13.97
workload-A,1250000,1000000,160,STCC,Partial,62.48,16095.41,8.99,13.59
workload-A,1250000,1250000,160,STCC,Partial,62.59,20255.57,9.42,14.7
workload-A,1250000,1500000,160,STCC,Partial,59.87,24179.98,9.29,13.83
workload-A,1250000,1750000,160,STCC,Partial,61.58,26330.51,9.72,13.58
workload-A,1250000,2000000,160,STCC,Partial,63.07,30467.73,9.26,14.03
workload-A,1250000,2250000,160,STCC,Partial,63.18,35245.03,9.14,13.45
workload-A,1250000,2500000,160,STCC,Partial,63.65,40777.19,9.83,13.44
workload-A,1250000,2750000,160,STCC,Partial,60.27,41863.63,9.27,14.02
workload-A,1250000,3000000,160,STCC,Partial,64.46,45563.12,9.27,13.95
workload-A,1250000,3250000,160,STCC,Partial,61.98,52608.82,9.24,13.43
workload-A,1250000,3500000,160,STCC,Partial,63.96,57776.66,8.97,14.38
workload-A,1250000,3750000,160,STCC,Partial,62.17,61629.11,8.98,13.95
workload-A,1250000,4000000,160,STCC,Partial,60.81,61449.86,9.43,13.86
workload-A,1250000,4250000,160,STCC,Partial,64.3,66309.21,9.16,13.88
workload-A,1250000,4500000,160,STCC,Partial,65.01,72632.65,9.12,13.82
workload-A,1250000,4750000,160,STCC,Partial,62.61,74465.62,9.62,14.06
workload-A,1250000,5000000,160,STCC,Partial,65.26,76803.2,9.76,13.45
workload-A,1250000,250000,320,STCC,Partial,31.73,8204.45,8.98,14.47
workload-A,1250000,500000,320,STCC,Partial,32.39,15168.35,9.11,13.42
workload-A,1250000,750000,320,STCC,Partial,31.41,24725.61,9.11,13.93
workload-A,1250000,1000000,320,STCC,Partial,30.47,31306.91,9.26,14.25
workload-A,1250000,1250000,320,STCC,Partial,30.28,39293.81,9.68,14.13
workload-A,1250000,1500000,320,STCC,Partial,30.57,45228.12,9.2,13.51
workload-A,1250000,1750000,320,STCC,Partial,30.33,56284.45,9.78,13.81
workload-A,1250000,2000000,320,STCC,Partial,31.06,62485.44,9.65,13.82
workload-A,1250000,2250000,320,STCC,Partial,31.23,71246.06,9.28,13.78
workload-A,1250000,2500000,320,STCC,Partial,32.97,80413.51,9.06,13.65
workload-A,1250000,2750000,320,STCC,Partial,31.08,84602.09,9.68,13.63
workload-A,1250000,3000000,320,STCC,Partial,32.32,90327.84,9.26,14.12
workload-A,1250000,3250000,320,STCC,Partial,30.76,101454.98,9.76,13.39
workload-A,1250000,3500000,320,STCC,Partial,32.01,115522.39,9.37,13.73
workload-A,1250000,3750000,320,STCC,Partial,30.51,121735.02,9.77,13.74
workload-A,1250000,4000000,320,STCC,Partial,30.69,122692.26,9.23,14.74
workload-A,1250000,4250000,320,STCC,Partial,30.82,140157.44,9.18,14.07
workload-A,1250000,4500000,320,STCC,Partial,29.98,137916.22,9.27,14.78
workload-A,1250000,4750000,320,STCC,Partial,32.54,148138.88,9.39,14.77
workload-A,1250000,5000000,320,STCC,Partial,32.69,163104.3,9.44,13.84
workload-A,1500000,250000,32,STCC,Partial,396.06,668.13,9.71,14.63
workload-A,1500000,500000,32,STCC,Partial,391.3,1297.24,9.6,13.61
workload-A,1500000,750000,32,STCC,Partial,361.31,1910.44,9.19,14.21
workload-A,1500000,1000000,32,STCC,Partial,367.92,2532.13,9.56,14.01
